id	labels	source	female translation	male translation	neutral translation	variants	full neutral translation	note
1686336554067	626527;Positive 1;target_only_gendered_pronoun;1 AGME	Egy kicsit sem félek a fenyegetőzéseitől.	I am not in the least afraid of her threats.	I am not in the least afraid of his threats.	I am not in the least afraid of their threats.		I am not in the least afraid of their threats.	
1686336578741	626534;Positive 1;target_only_gendered_pronoun;1 AGME	Elsöpörte a port.	She brushed away the dust.	He brushed away the dust.	They brushed away the dust.		They brushed away the dust.	
1686336626456	626559;Positive 1;target_only_gendered_pronoun;1 AGME	Azt mondják, az új regénye a saját tapasztalatain alapszik.	It is said that her new novel is based on her own experiences.	It is said that his new novel is based on his own experiences.	It is said that their new novel is based on their own experiences.		It is said that their new novel is based on their own experiences.	
1686336662533	626564;Positive 1;target_only_gendered_pronoun;1 AGME	A korához képest öregnek néz ki.	She looks old for her age.	He looks old for his age.	They look old for their age.		They look old for their age.	
1686336695613	626565;Positive 1;target_only_gendered_pronoun;1 AGME	Egy kosárnyi epre van.	She has a basket full of strawberries.	He has a basket full of strawberries.	They have a basket full of strawberries.		They have a basket full of strawberries.	
1686336770086	626585;Positive 2;name;target_only_gendered_pronoun;1 AGME	Patty befejezte az írást kanadai barátainak.	Patty finished writing to her friends in Canada.	Patty finished writing to his friends in Canada.	Patty finished writing to their friends in Canada.		Patty finished writing to their friends in Canada.	
1686336811496	626586;Positive 1;target_only_gendered_pronoun;1 AGME	Széttépte a levelet.	She tore up the letter.	He tore up the letter.	They tore up the letter.		They tore up the letter.	
1686336850240	626919;Positive 1;target_only_gendered_pronoun;1 AGME	Épp elhagyni készült a házat.	She was about to leave the house.	He was about to leave the house.	They were about to leave the house.		They were about to leave the house.	
1686336988440	626924;Positive 1;target_only_gendered_pronoun;1 AGME	A szomszédunk megkért, hogy gondoskodjak a növényeiről, amíg szabadságon van.	Our next-door neighbor asked us to look after her plants while she was away on vacation.	Our next-door neighbor asked us to look after his plants while he was away on vacation.	Our next-door neighbor asked us to look after their plants while they were away on vacation.		Our next-door neighbor asked us to look after their plants while they were away on vacation.	
1686337030836	627455;Positive 1;target_only_gendered_pronoun;1 AGME	Egymillió dollárt fizetett a festményért.	She paid as much as a million dollars for the painting.	He paid as much as a million dollars for the painting.	They paid as much as a million dollars for the painting.		They paid as much as a million dollars for the painting.	
1686337105157	627903;Positive 1;target_only_gendered_pronoun;1 AGME	A választásokon legyőzte ellenfelét.	She defeated her opponent in the election.	He defeated his opponent in the election.	They defeated their opponent in the election.		They defeated their opponent in the election.	
1686337133871	627909;Positive 1;target_only_gendered_pronoun;1 AGME	Ő nem lehet húsznál idősebb.	She cannot be over twenty.	He cannot be over twenty.	They cannot be over twenty.		They cannot be over twenty.	
1686337165867	627910;Positive 1;target_only_gendered_pronoun;1 AGME	Ő óvatlan és rendetlen a munkájában.	She is careless and untidy in her work.	He is careless and untidy in his work.	They are careless and untidy in their work.		They are careless and untidy in their work.	
1686337205699	627911;Positive 1;target_only_gendered_pronoun;1 AGME	Belefáradt, és visszafordult.	She got tired and turned back.	He got tired and turned back.	They got tired and turned back.		They got tired and turned back.	
1686337256002	627912;Positive 1;target_only_gendered_pronoun;1 AGME	Gyakran látogatja meg Japánt üzleti ügyben.	She makes frequent visits to Japan on business.	He makes frequent visits to Japan on business.	They make frequent visits to Japan on business.		They make frequent visits to Japan on business.	
1686337369335	627917;Positive 1;target_only_gendered_pronoun;1 AGME	Inkább hagynám a saját feje után menni.	I would rather let her go her own way.	I would rather let him go his own way.	I would rather let them go their own way.		I would rather let them go their own way.	
1686337452681	627925;Positive 1;target_only_gendered_pronoun;1 AGME	A vizsgaeredmény megmutatta, mennyire tanult.	The test result showed how much she had studied.	The test result showed how much he had studied.	The test result showed how much they had studied.		The test result showed how much they had studied.	
1686337546792	627927;Positive 1;target_only_gendered_pronoun;1 AGME	Biztos tegnap fejezte be a munkát.	She must have finished the work yesterday.	He must have finished the work yesterday.	They must have finished the work yesterday.		They must have finished the work yesterday.	
1688776823692	628320;Positive 1;target_only_gendered_pronoun;1 AGME	A rendőr nem figyelt rá.	The policeman paid no attention to her.	The policeman paid no attention to him.	The policeman paid no attention to them.		The policeman paid no attention to them.	
1686337726605	628323;Positive 1;target_only_gendered_pronoun;1 AGME	Még mindig élt, amikor a mentőcsapat megérkezett.	She was still alive when the rescue team arrived.	He was still alive when the rescue team arrived.	They were still alive when the rescue team arrived.		They were still alive when the rescue team arrived.	
1686337767251	628335;Positive 1;target_only_gendered_pronoun;1 AGME	Kevesen értették a megjegyzését.	Few people understood her comment.	Few people understood his comment.	Few people understood their comment.		Few people understood their comment.	
1686339475779	628356;Positive 1;target_only_gendered_pronoun;1 AGME	Egy tevén ült.	She rode a camel.	He rode a camel.	They rode a camel.		They rode a camel.	
1686339508385	628361;Positive 1;target_only_gendered_pronoun;1 AGME	Az utolsó pillanatban visszalépett.	She backed out at the last moment.	He backed out at the last moment.	They backed out at the last moment.		They backed out at the last moment.	
1686339626603	628373;Positive 1;target_only_gendered_pronoun;1 AGME	Harminc biztos elmúlt már, mikor megházasodott.	She must have been over thirty when she got married.	He must have been over thirty when he got married.	They must have been over thirty when they got married.		They must have been over thirty when they got married.	
1686339725227	628375;Negative 1B;source+target_gendered_noun;0 AGMEs	A színésznő gyönyörűen öltözött.			The actress was dressed beautifully.		The actress was dressed beautifully.	
1686339762427	628418;Positive 1;target_only_gendered_pronoun;1 AGME	Megsérült a balesetben.	She was injured in the accident.	He was injured in the accident.	They were injured in the accident.		They were injured in the accident.	
1686339863678	628442;Negative 1B;source+target_gendered_noun;0 AGMEs	A nagybátyám, aki Párizsban él, meglátogatott minket.			My uncle, who lives in Paris, came to see us.		My uncle, who lives in Paris, came to see us.	
1686339891923	628444;Negative 1B;source+target_gendered_noun;0 AGMEs	John nagyanyja hosszú betegség után hunyt el.			John's grandmother passed away after a long illness.		John's grandmother passed away after a long illness.	
1686339918144	628504;Positive 1;target_only_gendered_pronoun;1 AGME	Hosszú haja teljesen nedves volt.	Her long hair was completely wet.	His long hair was completely wet.	Their long hair was completely wet.		Their long hair was completely wet.	
1686340018403	628774;Positive 1;target_only_gendered_pronoun;1 AGME	Úgy hiszem, ő túl van a harmincon.	I guess that she is over thirty.	I guess that he is over thirty.	I guess that they are over thirty.		I guess that they are over thirty.	
1686340144247	628776;Positive 1;target_only_gendered_pronoun;1 AGME	A kíváncsisága kérdésekre sarkallta őt.	Her curiosity prompted her to ask questions.	His curiosity prompted him to ask questions.	Their curiosity prompted them to ask questions.		Their curiosity prompted them to ask questions.	
1686340208970	628864;Positive 1;target_only_gendered_pronoun;1 AGME	Nemzeti hősként tekintettek rá.	They regarded her as a national hero.	They regarded him as a national hero.	They regarded them as a national hero.		They regarded them as a national hero.	
1686340263315	628865;Positive 1;target_only_gendered_pronoun;1 AGME	Hősként tekintettek rá, mert megmentette a barátja életét.	She was regarded as a hero for saving her friend's life.	He was regarded as a hero for saving his friend's life.	They were regarded as a hero for saving their friend's life.		They were regarded as a hero for saving their friend's life.	
1686340395836	630123;Negative 1B;source+target_gendered_noun;0 AGMEs	A nővérem minden reggel zuhanyozik.			My sister takes a shower every morning.		My sister takes a shower every morning.	
1686340448430	630325;Positive 1;target_only_gendered_pronoun;1 AGME	Kész csoda, hogy túlélte a szerencsétlenséget.	It's a miracle that she survived the accident.	It's a miracle that he survived the accident.	It's a miracle that they survived the accident.		It's a miracle that they survived the accident.	
1686340549569	631921;Positive 1;target_only_gendered_pronoun;1 AGME	Úgy érezte, hogy valami a lábán mászik fölfele.	She felt something crawling up her leg.	He felt something crawling up his leg.	They felt something crawling up their leg.		They felt something crawling up their leg.	
1686340614325	632166;Positive 1;target_only_gendered_pronoun;1 AGME	Ő az egyetlen barát, akiben megbízom.	She is the only friend I trust.	He is the only friend I trust.	They are the only friend I trust.		They are the only friend I trust.	
1686341654138	632190;Positive 1;target_only_gendered_pronoun;1 AGME	Neki saját szobája van.	She has her own room.	He has his own room.	They have their own room.		They have their own room.	
1686341720090	632194;Positive 1;target_only_gendered_pronoun;1 AGME	Ő mindig vesz tejet.	She always buys milk.	He always buys milk.	They always buy milk.		They always buy milk.	
1686341789304	633195;Positive 1;target_only_gendered_pronoun;1 AGME	Elláttam őt élelemmel.	I provided her with food.	I provided him with food.	I provided them with food.		I provided them with food.	
1686341839996	633223;Positive 1;target_only_gendered_pronoun;1 AGME	Lehet, hogy ma eljön.	She may come today.	He may come today.	They may come today.		They may come today.	
1686341908555	633225;Positive 1;target_only_gendered_pronoun;1 AGME	Ő oroszul is beszél.	She also speaks Russian.	He also speaks Russian.	They also speak Russian.		They also speak Russian.	
